run_id,stage,arch,technique,fold,seed,epoch,global_step,samples_seen,ts_start,ts_end,iso_start,iso_end,account,worker_id,session_id,host,config_hash,lib_version,train_loss,train_acc,val_loss,lr_group0,grad_norm_mean,grad_norm_max,grad_norm_p50,grad_norm_p95,grad_norm_p99,grad_clip_hit_rate,weight_norm_total,update_to_weight_ratio,amp_scale,amp_scale_decreases,nan_or_inf_batches,epoch_seconds,train_seconds,val_seconds,dataload_seconds,compute_seconds,backward_seconds,optimizer_seconds,dataload_frac,step_time_mean,step_time_p50,step_time_p90,step_time_p99,images_per_second,n_params_total,n_params_trainable,wall_seconds_cumulative,energy_joules_cumulative,epochs_planned,cfg_input_resolution,cfg_batch_size,cfg_head_type,cfg_loss_name,cfg_label_smoothing,cfg_sampler_name,cfg_optimizer_name,cfg_lr_initial,cfg_weight_decay,cfg_scheduler_name,cfg_warmup_epochs,cfg_max_epochs,cfg_grad_clip,cfg_pretrained,cfg_finetune_depth,cfg_preprocessing,cfg_roi_mode,cfg_augment_policy,cfg_precision,cfg_num_workers,cfg_arch,cfg_fold,cfg_seed,cfg_technique,cfg_stage,cfg_config_hash,val_acc,val_balanced_acc,val_f1_macro,val_f1_micro,val_f1_weighted,val_precision_macro,val_recall_macro,val_f1_low,val_recall_low,val_precision_low,val_support_low,val_f1_mid,val_recall_mid,val_precision_mid,val_support_mid,val_f1_high,val_recall_high,val_precision_high,val_support_high,val_qwk,val_mae_class,val_cohen_kappa,val_mcc,val_nll,val_brier,val_mean_confidence,val_mean_confidence_correct,val_mean_confidence_incorrect,val_overconfidence_gap,val_ece,val_mce,val_ace,gpu0_util_mean,gpu0_util_max,gpu0_util_p50,gpu0_mem_used_mb_mean,gpu0_mem_used_mb_peak,gpu0_temp_c_mean,gpu0_temp_c_max,gpu0_power_w_mean,gpu0_power_w_max,gpu0_sm_clock_mhz_mean,gpu0_mem_clock_mhz_mean,gpu0_throttle_reasons,gpu0_energy_joules_epoch,gpu0_energy_joules_cumulative,gpu1_util_mean,gpu1_util_max,gpu1_util_p50,gpu1_mem_used_mb_mean,gpu1_mem_used_mb_peak,gpu1_temp_c_mean,gpu1_temp_c_max,gpu1_power_w_mean,gpu1_power_w_max,gpu1_sm_clock_mhz_mean,gpu1_mem_clock_mhz_mean,gpu1_throttle_reasons,gpu1_energy_joules_epoch,gpu1_energy_joules_cumulative,cpu_percent_mean,cpu_percent_max,ram_used_gb_mean,ram_used_gb_peak,ram_percent_peak,proc_rss_gb_mean,proc_rss_gb_peak,proc_vms_gb_peak,swap_used_gb_peak,energy_joules_epoch,energy_wh_epoch,co2_g_epoch,carbon_intensity_g_per_kwh,power_sample_count,gpu0_name,gpu0_mem_total_mb,gpu0_power_limit_w,gpu0_uuid,gpu1_name,gpu1_mem_total_mb,gpu1_power_limit_w,gpu1_uuid,gpu_driver,val_acc_session_mileage_090000__session_001,val_n_session_mileage_090000__session_001,val_acc_session_mileage_100000_plus__session_002,val_n_session_mileage_100000_plus__session_002,val_acc_session_mileage_100000_plus__session_004,val_n_session_mileage_100000_plus__session_004,val_acc_session_new_tire__session_001,val_n_session_new_tire__session_001
a-mobilenetv4-base-f0-s1,a,mobilenetv4,base,0,1,1,39,2496,1787863833.6238647,1787863958.2962391,2026-08-27T20:50:33Z,2026-08-27T20:52:38Z,acct4,3,4e3d33,Interactive,29a25babc578,v2,0.7652718462867107,0.7992788461538461,0.002379688452297111,5.9999999999999995e-05,,,,,,0.8461538461538461,371.7332414086488,,64.0,10,0,124.64798307418823,101.70895099639893,22.93665862083435,22.640758275985718,78.66104340553284,57.74144172668457,0.2630131244659424,0.18163758223436594,2.025410432081956,0.27204394340515137,0.28436145782470706,42.639348492622204,24.540612950460698,8437074,8437074,124.64798307418823,7717.3548584084465,60,384,64,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,mobilenetv4,0,1,base,a,29a25babc578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67,1.0,1.0,1.0,57,1.0,1.0,1.0,62,1.0,0.0,1.0,1.0,0.0038129855317569775,0.001031415269757514,0.9964946614157769,0.9964946614157769,NA,-0.0035053385842230833,0.0035053385842230677,0.27182936668395996,0.0035053385842230677,36.23076923076923,100.0,0.0,4415.4275052307685,11351.031808,76.88888888888889,80.0,52.42921367521369,101.831,1294.7435897435898,5000.0,4.0,6525.661620850083,6533.45939612722,0.0,0.0,0.0,473.1043840000001,473.104384,38.23931623931624,39.0,9.506102564102564,10.556,300.0,405.0,1.0,1191.693237558364,1193.935433084964,39.9042735042735,77.2,3.877692477264957,4.25080832,18.0,4.182881201230769,4.277645312,33.248243712,0.0,7717.3548584084465,2.143709682891235,1.5284650039014507,713.0,2112,Tesla T4,16106.12736,70.0,GPU-963b21b5-f207-d656-ea08-0b456c098fd0,Tesla T4,16106.12736,70.0,GPU-597f445a-b1c6-ff93-9d9b-85a347924989,580.159.04,1.0,57,1.0,2,1.0,60,1.0,67
a-mobilenetv4-base-f0-s1,a,mobilenetv4,base,0,1,2,78,4992,1787863958.7362401,1787863999.0333707,2026-08-27T20:52:38Z,2026-08-27T20:53:19Z,acct4,3,4e3d33,Interactive,29a25babc578,v2,0.004283613240805842,0.9971955128205128,0.008448507197855908,0.00011999999999999999,34.9137208144957,644.8716430664062,1.4100546836853027,128.42583007812502,455.94448669433467,0.3333333333333333,371.7326231281257,1.1270591379587987e-05,64.0,0,0,40.27377510070801,35.799874782562256,4.471786975860596,24.830456733703613,10.541487216949463,9.335615873336792,0.2751305103302002,0.616541575047607,0.27916780496254945,0.27321624755859375,0.2927684307098389,0.3580975246429441,69.7209142534704,8437074,8437074,164.92175817489624,10103.22782273388,60,384,64,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,mobilenetv4,0,1,base,a,29a25babc578,0.9946236559139785,0.9950248756218905,0.9945951836112018,0.9946236559139785,0.9946268195031759,0.9942528735632185,0.9950248756218905,0.9924812030075187,0.9850746268656716,1.0,67,0.9913043478260869,1.0,0.9827586206896551,57,1.0,1.0,1.0,62,0.9961056907164691,0.005376344086021506,0.9919214732453092,0.9919646329746524,0.016896951031784655,0.00845471647265017,0.986906063172125,0.9891967029184908,0.5631377100944519,-0.007717592741853463,0.013772836936417433,0.5631377100944519,0.013772836936417433,28.18421052631579,99.0,0.0,6211.850455578945,6447.890432,77.47368421052632,80.0,46.23499999999999,67.437,1306.578947368421,5000.0,4.0,2003.343245090965,8568.578997231007,0.0,0.0,0.0,473.1043839999998,473.104384,38.473684210526315,39.0,9.461947368421056,9.96,300.0,405.0,1.0,382.5297192344681,1582.804783118964,58.628947368421045,72.9,4.267527006315789,4.439728128,18.5,4.285132800000002,4.2851328,29.102157824,0.0,2385.872964325433,0.662742490090398,0.4725353954344538,713.0,676,Tesla T4,16106.12736,70.0,GPU-963b21b5-f207-d656-ea08-0b456c098fd0,Tesla T4,16106.12736,70.0,GPU-597f445a-b1c6-ff93-9d9b-85a347924989,580.159.04,1.0,57,1.0,2,1.0,60,0.9850746268656716,67
a-mobilenetv4-base-f0-s1,a,mobilenetv4,base,0,1,3,117,7488,1787863999.3250282,1787864039.628618,2026-08-27T20:53:19Z,2026-08-27T20:53:59Z,acct4,3,4e3d33,Interactive,29a25babc578,v2,0.012229528094154563,0.9947916666666666,2.681679202938413e-06,0.00017999999999999998,14.892079623154176,104.67511749267578,0.3484295606613159,82.1816604614258,101.46826446533201,0.28205128205128205,371.7391569115434,7.210901198674648e-06,64.0,0,0,40.281716108322144,35.857526779174805,4.422930479049683,25.30661940574646,10.125042915344238,9.160050630569458,0.2839498519897461,0.6282408459881418,0.26856066630436826,0.267331600189209,0.27754888534545896,0.29389193534851066,69.60881645216026,8437074,8437074,205.20347428321838,12409.178734200479,60,384,64,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,mobilenetv4,0,1,base,a,29a25babc578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67,1.0,1.0,1.0,57,1.0,1.0,1.0,62,1.0,0.0,1.0,1.0,5.363381923846602e-06,3.5454856483501115e-09,0.9999946375047007,0.9999946375047007,NA,-5.36249529925481e-06,5.36249529925481e-06,5.36249529925481e-06,5.36249529925481e-06,23.473684210526315,99.0,0.0,6447.890431999997,6447.890432,76.23684210526316,79.0,47.54973684210527,74.848,1264.7368421052631,5000.0,4.0,1922.6356750187915,10511.281083772425,0.0,0.0,0.0,473.1043839999998,473.104384,38.55263157894737,39.0,9.443999999999999,9.765,300.0,405.0,1.0,383.3152364478094,1970.578749607562,58.53684210526316,70.2,4.352687050105263,4.4934144,18.6,4.285132800000002,4.2851328,29.102157824,0.0,2305.9509114666007,0.6405419198518335,0.45670638885435727,713.0,676,Tesla T4,16106.12736,70.0,GPU-963b21b5-f207-d656-ea08-0b456c098fd0,Tesla T4,16106.12736,70.0,GPU-597f445a-b1c6-ff93-9d9b-85a347924989,580.159.04,1.0,57,1.0,2,1.0,60,1.0,67
a-mobilenetv4-base-f0-s1,a,mobilenetv4,base,0,1,4,156,9984,1787864039.9178944,1787864079.716723,2026-08-27T20:53:59Z,2026-08-27T20:54:39Z,acct4,3,4e3d33,Interactive,29a25babc578,v2,0.028449892186232617,0.9915865384615384,1.2343409090541758e-10,0.00023999999999999998,23.756063174726176,149.3540496826172,0.6197231411933899,87.59205932617188,128.12034652709946,0.4358974358974359,371.7562653865107,1.5336540881178008e-05,64.0,0,0,39.77758026123047,35.474069356918335,4.30224609375,24.503078937530518,10.565248012542725,9.619192123413086,0.2669498920440674,0.6160022499260126,0.2793568464425894,0.2791154384613037,0.2908830165863037,0.3075906181335449,70.36125387495802,8437074,8437074,244.98105454444885,14775.24528460574,60,384,64,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,mobilenetv4,0,1,base,a,29a25babc578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67,1.0,1.0,1.0,57,1.0,1.0,1.0,62,1.0,0.0,1.0,1.0,-0.0,1.999999975690116e-16,1.0,1.0,NA,0.0,0.0,0.0,0.0,25.973684210526315,99.0,0.0,6447.890431999997,6447.890432,78.13157894736842,80.0,52.531499999999994,97.414,1197.6315789473683,5000.0,4.0,1986.0587049438927,12512.271779850485,0.0,0.0,0.0,473.1043839999998,473.104384,39.0,39.0,9.506105263157895,9.96,300.0,405.0,1.0,380.007845461369,2353.780587421655,58.20789473684211,71.0,4.3448353414736856,4.659048448,18.8,4.285403567157897,4.295421952,29.215412224,0.0,2366.0665504052618,0.6572407084459061,0.46861262512193097,713.0,670,Tesla T4,16106.12736,70.0,GPU-963b21b5-f207-d656-ea08-0b456c098fd0,Tesla T4,16106.12736,70.0,GPU-597f445a-b1c6-ff93-9d9b-85a347924989,580.159.04,1.0,57,1.0,2,1.0,60,1.0,67
a-mobilenetv4-base-f0-s1,a,mobilenetv4,base,0,1,5,195,12480,1787864079.9817524,1787864119.481405,2026-08-27T20:54:39Z,2026-08-27T20:55:19Z,acct4,3,4e3d33,Interactive,29a25babc578,v2,0.026473063476762145,0.9943910256410257,4.1274614476048643e-07,0.0003,6.5498972261598984,42.2715950012207,6.624915840802714e-05,31.658011627197265,38.41850830078123,0.2564102564102564,371.780139788788,5.28529891070644e-06,64.0,0,0,39.477665424346924,35.127439737319946,4.348917245864868,24.635030031204224,10.081180572509766,9.08069634437561,0.26911354064941406,0.6240244899591035,0.26703212200066984,0.26154112815856934,0.2828220367431641,0.29978693008422846,71.05556279264526,8437074,8437074,284.4587199687958,17099.464491088147,60,384,64,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,mobilenetv4,0,1,base,a,29a25babc578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67,1.0,1.0,1.0,57,1.0,1.0,1.0,62,1.0,0.0,1.0,1.0,8.331955203895879e-07,4.925487680791018e-11,0.9999991668167935,0.9999991668167935,NA,-8.331832065389122e-07,8.331832065389122e-07,8.331832065389122e-07,8.331832065389122e-07,20.324324324324323,97.0,0.0,6447.890431999998,6447.890432,75.97297297297297,78.0,49.77202702702702,94.725,1318.7837837837837,5000.0,4.0,1944.8459848012844,14473.618865923163,0.0,0.0,0.0,473.10438399999987,473.104384,38.83783783783784,39.0,9.507189189189187,9.964,300.0,405.0,1.0,379.37322168112314,2736.480994115834,59.42162162162163,71.2,4.316061474594594,4.49671168,18.7,4.285132800000002,4.2851328,29.102157824,0.0,2324.2192064824076,0.6456164462451132,0.46032452617276576,713.0,666,Tesla T4,16106.12736,70.0,GPU-963b21b5-f207-d656-ea08-0b456c098fd0,Tesla T4,16106.12736,70.0,GPU-597f445a-b1c6-ff93-9d9b-85a347924989,580.159.04,1.0,57,1.0,2,1.0,60,1.0,67
a-mobilenetv4-base-f0-s1,a,mobilenetv4,base,0,1,6,234,14976,1787864119.7518528,1787864158.9081724,2026-08-27T20:55:19Z,2026-08-27T20:55:58Z,acct4,3,4e3d33,Interactive,29a25babc578,v2,0.038076593779749916,0.9919871794871795,1.1283634340154641e-15,0.0002997553655889203,7.8130723155400785,79.04756164550781,0.05820445716381073,34.63061103820801,63.25043266296376,0.28205128205128205,371.79499737775325,6.2991981194890745e-06,64.0,0,0,39.134573221206665,34.65510106086731,4.477636098861694,23.914686918258667,10.318389654159546,9.326062440872192,0.2797579765319824,0.6110884813559054,0.2734804275708321,0.2737555503845215,0.2859962463378906,0.2974762153625488,72.02402889017958,8437074,8437074,323.59329319000244,19361.679133029476,60,384,64,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,mobilenetv4,0,1,base,a,29a25babc578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67,1.0,1.0,1.0,57,1.0,1.0,1.0,62,1.0,0.0,1.0,1.0,-0.0,1.999999975690116e-16,1.0,1.0,NA,0.0,0.0,0.0,0.0,26.135135135135137,99.0,0.0,6447.890431999998,6447.890432,77.8108108108108,79.0,46.12967567567568,67.437,1266.8918918918919,5000.0,4.0,1887.0334350273806,16375.473066770808,0.0,0.0,0.0,473.10438399999987,473.104384,39.0,39.0,9.531567567567567,10.059,300.0,405.0,1.0,375.18120691395006,3114.8262246685094,58.7027027027027,71.4,4.366716817297298,4.51137536,18.6,4.287330912864868,4.366462976,29.215412224,0.0,2262.2146419413307,0.628392956094814,0.44804417769560245,713.0,660,Tesla T4,16106.12736,70.0,GPU-963b21b5-f207-d656-ea08-0b456c098fd0,Tesla T4,16106.12736,70.0,GPU-597f445a-b1c6-ff93-9d9b-85a347924989,580.159.04,1.0,57,1.0,2,1.0,60,1.0,67
a-mobilenetv4-base-f0-s1,a,mobilenetv4,base,0,1,7,273,17472,1787864159.1971326,1787864199.4431345,2026-08-27T20:55:59Z,2026-08-27T20:56:39Z,acct4,3,4e3d33,Interactive,29a25babc578,v2,0.007585075660636975,0.9975961538461539,1.2814592301820262e-15,0.00029902226030228247,1.7518071660456802,19.97342872619629,4.6600318455602974e-05,8.22625479698182,17.460036125183088,0.1282051282051282,371.81209492396675,1.4088550253101233e-06,64.0,0,0,40.22332525253296,35.723434925079346,4.4985573291778564,24.826985359191895,10.47985577583313,9.45999789237976,0.26519083976745605,0.6172285658463426,0.2773572848393367,0.262296199798584,0.2762310028076172,0.5649946403503406,69.87010082414285,8437074,8437074,363.8166184425354,21709.841401577964,60,384,64,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,mobilenetv4,0,1,base,a,29a25babc578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67,1.0,1.0,1.0,57,1.0,1.0,1.0,62,1.0,0.0,1.0,1.0,1.2818203559515599e-09,3.1929792943749535e-16,0.9999999987181797,0.9999999987181797,NA,-1.2818203165565478e-09,1.2818203165565478e-09,1.2818203165565478e-09,1.2818203165565478e-09,26.289473684210527,99.0,0.0,6447.890431999997,6447.890432,76.65789473684211,78.0,49.35905263157894,82.229,1314.8684210526317,5000.0,4.0,1961.2573271610745,18348.31222206165,0.0,0.0,0.0,473.1043839999998,473.104384,39.0,39.0,9.50571052631579,10.357,300.0,405.0,1.0,386.9049413874136,3505.028279485946,59.38947368421052,71.7,4.4693184943157895,4.720439296,19.2,4.287776660210529,4.385599488,29.215412224,0.0,2348.162268548488,0.6522672968190245,0.46506658263196443,713.0,668,Tesla T4,16106.12736,70.0,GPU-963b21b5-f207-d656-ea08-0b456c098fd0,Tesla T4,16106.12736,70.0,GPU-597f445a-b1c6-ff93-9d9b-85a347924989,580.159.04,1.0,57,1.0,2,1.0,60,1.0,67
a-mobilenetv4-base-f0-s1,a,mobilenetv4,base,0,1,8,312,19968,1787864199.720419,1787864240.3205867,2026-08-27T20:56:39Z,2026-08-27T20:57:20Z,acct4,3,4e3d33,Interactive,29a25babc578,v2,0.0024241228027675438,0.9983974358974359,5.761970768917069e-17,0.0002978030753771539,2.00686907012413,30.869890213012695,0.0,16.699437141418457,25.54698017120358,0.10256410256410256,371.81171470064146,1.6074043859630548e-06,64.0,0,0,40.57774376869202,35.92012810707092,4.656052112579346,25.513819694519043,9.988272428512573,8.982588768005371,0.279036283493042,0.628763881992975,0.26490050095778245,0.2628514766693115,0.27684812545776366,0.28698997020721434,69.48750273272715,8437074,8437074,404.3943622112274,24101.94663034657,60,384,64,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,mobilenetv4,0,1,base,a,29a25babc578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67,1.0,1.0,1.0,57,1.0,1.0,1.0,62,1.0,0.0,1.0,1.0,-0.0,1.999999975690116e-16,1.0,1.0,NA,0.0,0.0,0.0,0.0,23.7027027027027,99.0,0.0,6447.890431999998,6447.890432,77.21621621621621,79.0,50.198729729729735,78.566,1305.8108108108108,5000.0,4.0,2005.8476555760099,20375.031345021285,0.0,0.0,0.0,473.10438399999987,473.104384,39.0,39.0,9.447513513513513,9.86,300.0,405.0,1.0,386.25757319259674,3896.463577623611,60.41891891891892,70.5,4.482791479351351,4.675248128,18.9,4.285132800000002,4.2851328,29.215404032,0.0,2392.1052287686066,0.6644736746579463,0.4737697300311157,713.0,678,Tesla T4,16106.12736,70.0,GPU-963b21b5-f207-d656-ea08-0b456c098fd0,Tesla T4,16106.12736,70.0,GPU-597f445a-b1c6-ff93-9d9b-85a347924989,580.159.04,1.0,57,1.0,2,1.0,60,1.0,67
a-mobilenetv4-base-f0-s1,a,mobilenetv4,base,0,1,9,351,22464,1787864240.5931728,1787864280.1020887,2026-08-27T20:57:20Z,2026-08-27T20:58:00Z,acct4,3,4e3d33,Interactive,29a25babc578,v2,0.005123222267828611,0.999198717948718,2.0057037135649808e-16,0.00029610178754135,1.1861276078022467,28.766508102416992,1.370262361888308e-05,3.7771388292312746,22.27207538604732,0.05128205128205128,371.81010648817283,9.446072034988178e-07,64.0,0,0,39.48923325538635,34.97332501411438,4.514507293701172,24.605632543563843,9.952197313308716,8.938462257385254,0.27202367782592773,0.6230972474049651,0.2639339275849171,0.2608304023742676,0.2738353729248047,0.3024864053726195,71.36867881428704,8437074,8437074,443.88359546661377,26414.57562387637,60,384,64,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,mobilenetv4,0,1,base,a,29a25babc578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67,1.0,1.0,1.0,57,1.0,1.0,1.0,62,1.0,0.0,1.0,1.0,-0.0,1.999999975690116e-16,1.0,1.0,NA,0.0,0.0,0.0,0.0,27.054054054054053,99.0,0.0,6447.890431999998,6447.890432,76.75675675675676,78.0,50.76102702702703,88.912,1253.5135135135135,5000.0,4.0,1936.340857598072,22325.139419238134,0.0,0.0,0.0,473.10438399999987,473.104384,39.0,39.0,9.426405405405404,9.864,300.0,405.0,1.0,376.2881359317289,4276.557089554791,58.810810810810814,70.2,4.503145610378378,4.848910336,19.4,4.287952619243246,4.389466112,29.215412224,0.0,2312.628993529801,0.642396942647167,0.4580290201074301,713.0,664,Tesla T4,16106.12736,70.0,GPU-963b21b5-f207-d656-ea08-0b456c098fd0,Tesla T4,16106.12736,70.0,GPU-597f445a-b1c6-ff93-9d9b-85a347924989,580.159.04,1.0,57,1.0,2,1.0,60,1.0,67
a-mobilenetv4-base-f0-s1,a,mobilenetv4,base,0,1,10,390,24960,1787864280.3764782,1787864320.0772278,2026-08-27T20:58:00Z,2026-08-27T20:58:40Z,acct4,3,4e3d33,Interactive,29a25babc578,v2,0.001445667716790288,0.9995993589743589,1.4491135730320483e-18,0.0002939239460421746,0.3513757539660746,11.307963371276855,0.0,0.24297694717534224,7.916534147262551,0.02564102564102564,371.80281579092986,2.777755943820703e-07,64.0,0,0,39.6785945892334,35.3218834400177,4.355010747909546,24.987935543060303,9.915431022644043,8.973409175872803,0.27658796310424805,0.6297585839857509,0.26309625307718915,0.26152658462524414,0.26717281341552734,0.29729583740234367,70.6644084888229,8437074,8437074,483.56219005584717,28742.781964599388,60,384,64,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,mobilenetv4,0,1,base,a,29a25babc578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67,1.0,1.0,1.0,57,1.0,1.0,1.0,62,1.0,0.0,1.0,1.0,-0.0,1.999999975690116e-16,1.0,1.0,NA,0.0,0.0,0.0,0.0,28.72972972972973,99.0,0.0,6447.890431999998,6447.890432,77.35135135135135,79.0,50.94156756756756,85.301,1286.7567567567567,5000.0,4.0,1947.783036162593,24289.3126251116,0.0,0.0,0.0,473.10438399999987,473.104384,39.0,39.0,9.511810810810813,9.86,300.0,405.0,1.0,380.4233045604233,4661.530693755392,59.77027027027026,70.0,4.483181042162163,4.684935168,19.2,4.285132800000002,4.2851328,29.102157824,0.0,2328.206340723016,0.6467239835341712,0.46111420025986405,713.0,666,Tesla T4,16106.12736,70.0,GPU-963b21b5-f207-d656-ea08-0b456c098fd0,Tesla T4,16106.12736,70.0,GPU-597f445a-b1c6-ff93-9d9b-85a347924989,580.159.04,1.0,57,1.0,2,1.0,60,1.0,67
