run_id,stage,arch,technique,fold,seed,epoch,global_step,samples_seen,ts_start,ts_end,iso_start,iso_end,account,worker_id,session_id,host,config_hash,lib_version,train_loss,train_acc,val_loss,lr_group0,grad_norm_mean,grad_norm_max,grad_norm_p50,grad_norm_p95,grad_norm_p99,grad_clip_hit_rate,weight_norm_total,update_to_weight_ratio,amp_scale,amp_scale_decreases,nan_or_inf_batches,epoch_seconds,train_seconds,val_seconds,dataload_seconds,compute_seconds,backward_seconds,optimizer_seconds,dataload_frac,step_time_mean,step_time_p50,step_time_p90,step_time_p99,images_per_second,n_params_total,n_params_trainable,wall_seconds_cumulative,energy_joules_cumulative,epochs_planned,cfg_input_resolution,cfg_batch_size,cfg_head_type,cfg_loss_name,cfg_label_smoothing,cfg_sampler_name,cfg_optimizer_name,cfg_lr_initial,cfg_weight_decay,cfg_scheduler_name,cfg_warmup_epochs,cfg_max_epochs,cfg_grad_clip,cfg_pretrained,cfg_finetune_depth,cfg_preprocessing,cfg_roi_mode,cfg_augment_policy,cfg_precision,cfg_num_workers,cfg_arch,cfg_fold,cfg_seed,cfg_technique,cfg_stage,cfg_config_hash,val_acc,val_balanced_acc,val_f1_macro,val_f1_micro,val_f1_weighted,val_precision_macro,val_recall_macro,val_f1_low,val_recall_low,val_precision_low,val_support_low,val_f1_mid,val_recall_mid,val_precision_mid,val_support_mid,val_f1_high,val_recall_high,val_precision_high,val_support_high,val_qwk,val_mae_class,val_cohen_kappa,val_mcc,val_nll,val_brier,val_mean_confidence,val_mean_confidence_correct,val_mean_confidence_incorrect,val_overconfidence_gap,val_ece,val_mce,val_ace,gpu0_util_mean,gpu0_util_max,gpu0_util_p50,gpu0_mem_used_mb_mean,gpu0_mem_used_mb_peak,gpu0_temp_c_mean,gpu0_temp_c_max,gpu0_power_w_mean,gpu0_power_w_max,gpu0_sm_clock_mhz_mean,gpu0_mem_clock_mhz_mean,gpu0_throttle_reasons,gpu0_energy_joules_epoch,gpu0_energy_joules_cumulative,gpu1_util_mean,gpu1_util_max,gpu1_util_p50,gpu1_mem_used_mb_mean,gpu1_mem_used_mb_peak,gpu1_temp_c_mean,gpu1_temp_c_max,gpu1_power_w_mean,gpu1_power_w_max,gpu1_sm_clock_mhz_mean,gpu1_mem_clock_mhz_mean,gpu1_throttle_reasons,gpu1_energy_joules_epoch,gpu1_energy_joules_cumulative,cpu_percent_mean,cpu_percent_max,ram_used_gb_mean,ram_used_gb_peak,ram_percent_peak,proc_rss_gb_mean,proc_rss_gb_peak,proc_vms_gb_peak,swap_used_gb_peak,energy_joules_epoch,energy_wh_epoch,co2_g_epoch,carbon_intensity_g_per_kwh,power_sample_count,gpu0_name,gpu0_mem_total_mb,gpu0_power_limit_w,gpu0_uuid,gpu1_name,gpu1_mem_total_mb,gpu1_power_limit_w,gpu1_uuid,gpu_driver,val_acc_session_mileage_000100_005000__session_001,val_n_session_mileage_000100_005000__session_001,val_acc_session_mileage_070000__session_001,val_n_session_mileage_070000__session_001,val_acc_session_mileage_100000_plus__session_001,val_n_session_mileage_100000_plus__session_001,val_acc_session_mileage_100000_plus__session_005,val_n_session_mileage_100000_plus__session_005
a-resnet50-base-f2-s2,a,resnet50,base,2,2,1,107,3424,1787789013.3860068,1787789074.7164087,2026-08-27T00:03:33Z,2026-08-27T00:04:34Z,acct3,2,d8279d,Interactive,66ac3b15dc46,v2,0.6397918863831279,0.5379672897196262,0.5791020897718576,6e-05,0.90667828945356,2.612966060638428,0.8433007001876831,1.411324632167815,2.1761465406417835,0.0,1095.441010165223,4.9661001242785736e-08,65536.0,0,0,61.30941438674927,58.31257510185242,2.9953854084014893,26.53261613845825,30.45799469947815,28.49779462814331,0.988678216934204,0.4327657734762626,0.2953481250834242,0.2951924800872803,0.3035584449768066,0.3186657524108886,58.71803798785126,23512130,23512130,61.30941438674927,3989.053316941977,60,384,32,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,resnet50,2,2,base,a,66ac3b15dc46,0.8076923076923077,0.6666666666666666,0.6049382716049383,0.8076923076923077,0.7293447293447293,0.5625,0.6666666666666666,1.0,1.0,1.0,40,0.0,0.0,0.0,20,0.8148148148148148,1.0,0.6875,44,0.8925619834710744,0.1923076923076923,0.675,0.7278712191232093,0.8298833611603484,0.5016786390198156,0.4666435039387299,0.4876788162759372,0.3782951921224594,-0.3410488037535777,0.4865469545699082,0.5345517694950104,0.4865469545699082,55.23214285714285,99.0,77.5,5795.676160000001,5795.67616,77.80357142857143,81.0,55.60144642857144,91.497,1062.053571428571,5000.0,4.0,3381.372942629577,3388.566730583431,0.0,0.0,0.0,473.1043840000001,473.104384,40.142857142857146,41.0,9.848107142857144,10.225,300.0,405.0,1.0,607.6803743124002,609.910931193828,63.13392857142857,73.7,3.511924736,3.891113984,14.1,2.897284534857143,2.940035072,26.505375744,0.0,3989.053316941977,1.108070365817216,0.790054170827675,713.0,1016,Tesla T4,16106.12736,70.0,GPU-f4a9a89f-cc24-d2f7-853e-1956f46933e2,Tesla T4,16106.12736,70.0,GPU-4d9a218d-2ddc-11de-006c-46c1d217053d,580.159.04,1.0,40,0.0,20,1.0,3,1.0,41
a-resnet50-base-f2-s2,a,resnet50,base,2,2,2,214,6848,1787789075.4557166,1787789134.3082006,2026-08-27T00:04:35Z,2026-08-27T00:05:34Z,acct3,2,d8279d,Interactive,66ac3b15dc46,v2,0.2226187256382447,0.9757593457943924,0.1176717523485422,0.0001199999999999,0.7359624832311523,3.8691017627716064,0.7119612693786621,1.3977106332778928,3.2778556346893284,0.0,1095.0065443598346,8.06529407907507e-08,65536.0,0,0,58.83608818054199,56.21371626853943,2.621340036392212,24.858142852783203,30.048341512680054,28.14890432357788,0.9785382747650146,0.4224982255194215,0.2913467973192161,0.2909016609191894,0.2948853969573974,0.3041063499450683,60.91040100681399,23512130,23512130,120.14550256729126,7830.175100897313,60,384,32,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,resnet50,2,2,base,a,66ac3b15dc46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40,1.0,1.0,1.0,20,1.0,1.0,1.0,44,1.0,0.0,1.0,1.0,0.1867507175927247,0.05820471556833,0.8353632785953008,0.8353632785953008,,-0.1646367214046992,0.1646367214046991,0.2933275825098941,0.1646367214046991,53.07407407407408,99.0,53.5,5701.964534518523,5787.287552,76.77777777777777,78.0,54.771259259259246,90.682,1126.6666666666667,5000.0,4.0,3255.5491606130604,6687.127940702679,0.0,0.0,0.0,473.1043839999999,473.104384,40.0,40.0,9.850685185185185,10.225,300.0,405.0,1.0,585.5726233422763,1204.7436101109984,65.32037037037036,76.3,3.912434498370371,4.078600192,14.7,2.895380024888888,2.918150144,26.530660352,0.0,3841.121783955337,1.0669782733209268,0.7607555088778207,713.0,978,Tesla T4,16106.12736,70.0,GPU-f4a9a89f-cc24-d2f7-853e-1956f46933e2,Tesla T4,16106.12736,70.0,GPU-4d9a218d-2ddc-11de-006c-46c1d217053d,580.159.04,1.0,40,1.0,20,1.0,3,1.0,41
a-resnet50-base-f2-s2,a,resnet50,base,2,2,3,321,10272,1787789135.474055,1787789194.4548051,2026-08-27T00:05:35Z,2026-08-27T00:06:34Z,acct3,2,d8279d,Interactive,66ac3b15dc46,v2,0.0170288821704093,0.9982476635514018,0.0934044448658824,0.0001799999999999,0.1521161657314155,1.5748043060302734,0.102597452700138,0.437400972843169,0.8540545475482937,0.0,1094.2476770636074,2.5022588949085958e-08,65536.0,0,0,58.96343803405762,55.99961519241333,2.962299346923828,24.801217317581177,29.86358118057251,28.01689410209656,1.0062696933746338,0.4206202715529554,0.2899340669685435,0.2894423007965088,0.2926078796386718,0.3028519248962402,61.14327729280315,23512130,23512130,179.10894060134888,11673.946460960618,60,384,32,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,resnet50,2,2,base,a,66ac3b15dc46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40,1.0,1.0,1.0,20,1.0,1.0,1.0,44,1.0,0.0,1.0,1.0,0.1480663719962486,0.0443665473411252,0.8686825203207823,0.8686825203207823,,-0.1313174796792177,0.1313174796792176,0.3448437650998434,0.1313174796792176,45.14545454545455,99.0,51.0,5787.287552000003,5787.287552,76.81818181818181,78.0,54.76336363636363,98.508,1116.8181818181818,5000.0,4.0,3247.8062719428444,9991.442755380143,0.0,0.0,0.0,473.1043839999999,473.104384,40.0,40.0,10.016745454545454,10.423,300.0,405.0,1.0,595.96508812046,1813.654887025356,63.745454545454535,74.7,3.9666580014545456,4.05526528,14.7,2.895332891927272,2.915987456,26.530660352,0.0,3843.771360063304,1.0677142666842512,0.761280272145871,713.0,980,Tesla T4,16106.12736,70.0,GPU-f4a9a89f-cc24-d2f7-853e-1956f46933e2,Tesla T4,16106.12736,70.0,GPU-4d9a218d-2ddc-11de-006c-46c1d217053d,580.159.04,1.0,40,1.0,20,1.0,3,1.0,41
a-resnet50-base-f2-s2,a,resnet50,base,2,2,4,428,13696,1787789194.9955082,1787789253.6121316,2026-08-27T00:06:34Z,2026-08-27T00:07:33Z,acct3,2,d8279d,Interactive,66ac3b15dc46,v2,0.0044805234554876,0.9997079439252337,0.0924164892639964,0.0002399999999999,0.0646695834323415,1.861876130104065,0.0247680768370628,0.1074874520301818,1.2828807309269878,0.0,1093.2046764781535,1.4197432884904184e-08,65536.0,0,0,58.60008239746094,55.870720624923706,2.7284047603607178,24.763405323028564,29.790646076202396,27.88970232009888,0.9925343990325928,0.4225831143899813,0.2890978193728723,0.2889163494110107,0.292314863204956,0.3042392015457153,61.2843357254384,23512130,23512130,237.7090229988098,15502.353590844166,60,384,32,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,resnet50,2,2,base,a,66ac3b15dc46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40,1.0,1.0,1.0,20,1.0,1.0,1.0,44,1.0,0.0,1.0,1.0,0.1421985364563729,0.0489480495863286,0.8773862335544366,0.8773862335544366,,-0.1226137664455634,0.1226137664455634,0.4107284545898437,0.1226137664455634,56.94545454545455,99.0,70.0,5787.287552000003,5787.287552,77.25454545454545,78.0,58.33801818181817,93.919,1075.090909090909,5000.0,4.0,3231.007142358796,13250.087906719216,0.0,0.0,0.0,473.1043839999999,473.104384,40.0,40.0,10.188563636363638,11.115,300.0,405.0,1.0,597.3999875247523,2418.083764632229,64.14545454545454,75.2,4.052131169745454,4.21629952,15.0,2.8949503999999995,2.8949504,26.474029056,0.0,3828.407129883549,1.0634464249676523,0.758237301001936,713.0,974,Tesla T4,16106.12736,70.0,GPU-f4a9a89f-cc24-d2f7-853e-1956f46933e2,Tesla T4,16106.12736,70.0,GPU-4d9a218d-2ddc-11de-006c-46c1d217053d,580.159.04,1.0,40,1.0,20,1.0,3,1.0,41
a-resnet50-base-f2-s2,a,resnet50,base,2,2,5,535,17120,1787789254.1455104,1787789314.3530035,2026-08-27T00:07:34Z,2026-08-27T00:08:34Z,acct3,2,d8279d,Interactive,66ac3b15dc46,v2,0.001789034323856,1.0,0.106187136297544,0.0003,0.0214080604306796,0.1948891580104828,0.010262856259942,0.0861899770796298,0.187325150668621,0.0,1091.8620679021562,5.8820782569574685e-09,65536.0,0,0,60.18889617919922,57.374791622161865,2.8132107257843018,26.611071348190308,29.466952562332157,27.58516263961792,0.9651813507080078,0.4421259241731513,0.2859036031170426,0.2858726978302002,0.2891920089721679,0.29229172706604,59.67777665404939,23512130,23512130,297.89791917800903,19418.08283884241,60,384,32,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,resnet50,2,2,base,a,66ac3b15dc46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40,1.0,1.0,1.0,20,1.0,1.0,1.0,44,1.0,0.0,1.0,1.0,0.1690084141329784,0.0735497335817455,0.8620555314880151,0.8620555314880151,,-0.1379444685119849,0.1379444685119849,0.484129786491394,0.1379444685119849,82.41071428571429,99.0,97.5,5787.287552000001,5787.287552,76.89285714285714,78.0,60.24696428571429,90.141,1037.678571428571,5000.0,4.0,3309.6003930843,16592.351922107475,0.0,0.0,0.0,473.1043840000001,473.104384,40.0,40.0,10.051767857142858,10.818,300.0,405.0,1.0,606.1288549139472,3031.63332535124,64.34821428571429,73.3,3.9595293257142856,4.054884352,14.6,2.8949503999999995,2.8949504,26.474029056,0.0,3915.729247998247,1.087702568888402,0.7755319316174306,713.0,1004,Tesla T4,16106.12736,70.0,GPU-f4a9a89f-cc24-d2f7-853e-1956f46933e2,Tesla T4,16106.12736,70.0,GPU-4d9a218d-2ddc-11de-006c-46c1d217053d,580.159.04,1.0,40,1.0,20,1.0,3,1.0,41
a-resnet50-base-f2-s2,a,resnet50,base,2,2,6,642,20544,1787789314.9054518,1787789373.7935734,2026-08-27T00:08:34Z,2026-08-27T00:09:33Z,acct3,2,d8279d,Interactive,66ac3b15dc46,v2,0.0021918696404661,0.9997079439252337,0.2181864835281605,0.0002997553655889,0.0476126328119398,1.5146490335464478,0.0104349162429571,0.134488513320684,0.9999665957689268,0.0,1090.3997889508323,1.3088907664707571e-08,65536.0,0,0,58.8690128326416,55.91252064704895,2.955497980117798,25.071019172668457,29.5595977306366,27.64085841178894,0.962888240814209,0.4258780293113241,0.2866317000344535,0.2868566513061523,0.2891562461853027,0.2911606454849243,61.23851975149179,23512130,23512130,356.76693201065063,23237.454069647338,60,384,32,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,resnet50,2,2,base,a,66ac3b15dc46,0.7019230769230769,0.7416666666666667,0.643575740155217,0.7019230769230769,0.6727065690848387,0.7973856209150326,0.7416666666666667,0.3673469387755101,0.225,1.0,40,0.5633802816901409,1.0,0.392156862745098,20,1.0,1.0,1.0,44,0.7691867124856815,0.2980769230769231,0.5701333333333332,0.6548136009871752,0.3645738846082957,0.2299457072428085,0.7878364060933774,0.9258723275302208,0.4627840749679073,0.0859133291703004,0.0926269556467349,0.5800899267196655,0.0926269556467349,56.11111111111112,99.0,56.5,5787.2875520000025,5787.287552,76.75925925925925,78.0,54.86227777777777,75.45,1111.9444444444443,5000.0,4.0,3229.353544936188,19856.416389925264,0.0,0.0,0.0,473.1043839999999,473.104384,40.0,40.0,9.959703703703704,10.621,300.0,405.0,1.0,590.0176858687378,3628.9586316859713,64.66111111111111,74.0,3.967310961777778,4.084568064,14.7,2.896333937777777,2.944888832,26.530660352,0.0,3819.3712308049257,1.0609364530013683,0.7564476909899757,713.0,980,Tesla T4,16106.12736,70.0,GPU-f4a9a89f-cc24-d2f7-853e-1956f46933e2,Tesla T4,16106.12736,70.0,GPU-4d9a218d-2ddc-11de-006c-46c1d217053d,580.159.04,0.225,40,1.0,20,1.0,3,1.0,41
a-resnet50-base-f2-s2,a,resnet50,base,2,2,7,749,23968,1787789374.348382,1787789435.806499,2026-08-27T00:09:34Z,2026-08-27T00:10:35Z,acct3,2,d8279d,Interactive,66ac3b15dc46,v2,0.0006833386076527,1.0,0.2560753350027461,0.0002990222603022,0.008669384091518,0.1055266484618187,0.0046685058623552,0.0263361046090721,0.0688858385384082,0.0,1088.9242555761018,2.38064200811e-09,65536.0,0,0,61.43986225128174,58.67175507545471,2.7671077251434326,27.897581815719604,29.44015860557556,27.287094831466675,0.983126163482666,0.4540632220433993,0.2859356470197161,0.2853856086730957,0.2904913425445556,0.2983486413955688,58.35857467697311,23512130,23512130,418.2067942619324,27207.584656434363,60,384,32,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,resnet50,2,2,base,a,66ac3b15dc46,0.6153846153846154,0.6666666666666666,0.5,0.6153846153846154,0.5192307692307693,0.4444444444444444,0.6666666666666666,0.0,0.0,0.0,40,0.5,1.0,0.3333333333333333,20,1.0,1.0,1.0,44,0.6790123456790124,0.3846153846153846,0.4583333333333333,0.5840250605220888,0.4546107756662181,0.3071301367378266,0.8200036794520341,0.9859212655574084,0.5545355416834354,0.2046190640674187,0.2219467372275315,0.6765968203544617,0.2219467372275315,52.44642857142857,99.0,63.5,5787.287552000001,5787.287552,76.96428571428571,78.0,52.14332142857143,86.47,1243.6607142857142,5000.0,4.0,3358.079922797242,23248.66923023325,0.0,0.0,0.0,473.1043840000001,473.104384,40.0,40.0,9.906035714285716,10.225,300.0,405.0,1.0,612.050663989784,4248.639496699334,69.18035714285715,91.7,4.145733046857143,4.807745536,16.8,2.9419005805714287,3.579854848,27.187109888,0.0,3970.130586787026,1.102814051885285,0.7863064189942083,713.0,1014,Tesla T4,16106.12736,70.0,GPU-f4a9a89f-cc24-d2f7-853e-1956f46933e2,Tesla T4,16106.12736,70.0,GPU-4d9a218d-2ddc-11de-006c-46c1d217053d,580.159.04,0.0,40,1.0,20,1.0,3,1.0,41
a-resnet50-base-f2-s2,a,resnet50,base,2,2,8,856,27392,1787789436.4006033,1787789497.4496834,2026-08-27T00:10:36Z,2026-08-27T00:11:37Z,acct3,2,d8279d,Interactive,66ac3b15dc46,v2,0.0004837218895483,1.0,0.2859994311905981,0.0002978030753771,0.0076732978003891,0.1765958219766616,0.002581438049674,0.0211680110543966,0.1155337435752151,0.0,1087.453061749034,2.1013612114579833e-09,65536.0,0,0,61.03033137321472,58.17519974708557,2.854013681411743,27.490588903427124,29.365014791488647,27.32625412940979,0.973193883895874,0.450441416339619,0.2851079646672044,0.2847766876220703,0.288653564453125,0.292350172996521,58.85669520492765,23512130,23512130,479.2371256351471,31163.94466866852,60,384,32,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,resnet50,2,2,base,a,66ac3b15dc46,0.6153846153846154,0.6666666666666666,0.5,0.6153846153846154,0.5192307692307693,0.4444444444444444,0.6666666666666666,0.0,0.0,0.0,40,0.5,1.0,0.3333333333333333,20,1.0,1.0,1.0,44,0.6790123456790124,0.3846153846153846,0.4583333333333333,0.5840250605220888,0.5258364449599255,0.3625858041223354,0.8340714848958529,0.9621594222262502,0.6291307851672172,0.2186868695112375,0.2652598883096989,0.7660936415195465,0.2652598883096989,60.785714285714285,99.0,81.5,5787.287552000001,5787.287552,77.28571428571429,78.0,63.11958928571429,93.338,990.2678571428572,5000.0,4.0,3348.4559747645326,26630.697736022958,0.0,0.0,0.0,473.1043840000001,473.104384,40.0,40.0,9.834107142857144,10.127,300.0,405.0,1.0,607.9040374696278,4863.70597640467,65.33928571428571,75.2,4.262877403428571,4.337102848,15.4,2.924531712,2.924531712,26.474029056,0.0,3956.36001223416,1.0989888922872668,0.7835790802008212,713.0,1018,Tesla T4,16106.12736,70.0,GPU-f4a9a89f-cc24-d2f7-853e-1956f46933e2,Tesla T4,16106.12736,70.0,GPU-4d9a218d-2ddc-11de-006c-46c1d217053d,580.159.04,0.0,40,1.0,20,1.0,3,1.0,41
a-resnet50-base-f2-s2,a,resnet50,base,2,2,9,963,30816,1787789498.0129216,1787789558.545163,2026-08-27T00:11:38Z,2026-08-27T00:12:38Z,acct3,2,d8279d,Interactive,66ac3b15dc46,v2,0.0002409327598372,1.0,0.268344912246483,0.0002961017875413,0.0028147839127265,0.0418189465999603,0.0016970244469121,0.0058961458504199,0.0229617387987673,0.0,1085.9932068617943,7.674657104987063e-10,65536.0,0,0,60.5133318901062,57.45434498786926,3.058015823364258,26.867384433746334,29.258044242858887,27.21917843818665,0.995474338531494,0.4439911602047994,0.2842379151103653,0.2839624881744385,0.2871188163757324,0.2926193714141846,59.59514464437691,23512130,23512130,539.7504575252533,35107.198454349294,60,384,32,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,resnet50,2,2,base,a,66ac3b15dc46,0.6153846153846154,0.6666666666666666,0.5,0.6153846153846154,0.5192307692307693,0.4444444444444444,0.6666666666666666,0.0,0.0,0.0,40,0.5,1.0,0.3333333333333333,20,1.0,1.0,1.0,44,0.6790123456790124,0.3846153846153846,0.4583333333333333,0.5840250605220888,0.4840308977035347,0.3326257667776743,0.833459132279341,0.9873083792626858,0.5873003371059895,0.2180745168947255,0.2336949731868046,0.748354971408844,0.2336949731868046,41.07142857142857,99.0,33.0,5787.287552000001,5787.287552,76.92857142857143,78.0,53.35291071428571,92.66,1240.7142857142858,5000.0,4.0,3338.7865259370883,29999.87079304124,0.0,0.0,0.0,473.1043840000001,473.104384,40.0,40.0,9.981321428571428,10.917,300.0,405.0,1.0,604.4672597436856,5475.2047427899815,65.925,73.0,4.290201965714286,4.378959872,15.6,2.925213988571429,2.943668224,26.530660352,0.0,3943.253785680774,1.095348273800215,0.7809833192195533,713.0,1008,Tesla T4,16106.12736,70.0,GPU-f4a9a89f-cc24-d2f7-853e-1956f46933e2,Tesla T4,16106.12736,70.0,GPU-4d9a218d-2ddc-11de-006c-46c1d217053d,580.159.04,0.0,40,1.0,20,1.0,3,1.0,41
a-resnet50-base-f2-s2,a,resnet50,base,2,2,10,1070,34240,1787789566.0472538,1787789626.515393,2026-08-27T00:12:46Z,2026-08-27T00:13:46Z,acct3,2,d8279d,Interactive,66ac3b15dc46,v2,0.0002060199039988,1.0,0.2652865882169303,0.0002939239460421,0.0027634072458593,0.0566610395908355,0.0015038104029372,0.0064030181150883,0.0145732734724879,0.0,1084.5453461353832,7.489143401138403e-10,65536.0,0,0,60.449179887771606,57.644997119903564,2.803122043609619,26.870840549468998,29.464956998825077,27.35811424255371,0.9746313095092772,0.4445195220076882,0.2859322957903425,0.2846038341522217,0.2925565719604492,0.2984868955612182,59.398042693591655,23512130,23512130,600.1996374130249,38982.87142710076,60,384,32,coral,coral_bce,0.0,session_balanced,adamw,0.0003,0.05,cosine,5,60,5.0,True,full,raw,full_frame,dataset_v1_1,fp16,2,resnet50,2,2,base,a,66ac3b15dc46,0.6153846153846154,0.6666666666666666,0.5,0.6153846153846154,0.5192307692307693,0.4444444444444444,0.6666666666666666,0.0,0.0,0.0,40,0.5,1.0,0.3333333333333333,20,1.0,1.0,1.0,44,0.6790123456790124,0.3846153846153846,0.4583333333333333,0.5840250605220888,0.4737883429877563,0.3162910762682216,0.8143898495114766,0.96963076479733,0.5660043850541114,0.1990052341268612,0.2363827543763013,0.7016793290774027,0.2363827543763013,62.07142857142857,99.0,74.5,5787.287552000001,5787.287552,77.57142857142857,80.0,56.42921428571429,102.766,1080.803571428571,5000.0,4.0,3274.1556122702023,33539.8006571537,0.0,0.0,0.0,473.1043840000001,473.104384,40.25,41.0,9.87144642857143,10.917,300.0,405.0,1.0,601.5173604812671,6153.525532842398,65.54107142857143,75.5,4.283488475428571,4.33831936,15.4,2.939267949714285,2.950017024,26.530660352,0.0,3875.672972751469,1.076575825764297,0.7675985637699437,713.0,1006,Tesla T4,16106.12736,70.0,GPU-f4a9a89f-cc24-d2f7-853e-1956f46933e2,Tesla T4,16106.12736,70.0,GPU-4d9a218d-2ddc-11de-006c-46c1d217053d,580.159.04,0.0,40,1.0,20,1.0,3,1.0,41
