arch,kind,n,f1_macro,qwk,ece,nll
regnety016,single_view,128,0.7134340631102889,0.9243604004449388,0.12079091765917839,0.387458898531161
regnety016,hflip_tta,128,0.6541236541236541,0.9160220994475138,0.190889751072973,0.3393840202627253
densenet121,single_view,128,0.6203703703703703,0.9118942731277533,0.19060532934963703,1.8246418538738456
densenet121,hflip_tta,128,0.6203703703703703,0.9118942731277533,0.19861277588643134,1.8116885736876043
resnet50,single_view,128,0.8791999546716528,0.9357231149567367,0.25955693959258497,0.5421251304748868
resnet50,hflip_tta,128,0.9786625032526671,0.9904988123515439,0.33563928469084203,0.506098272268971
